id,enunciado,opcao,texto_alternativa,resposta
pc2025_01_ppn_47,"Caroline, vítima de infração penal persequível, mediante ação penal pública condicionada à representação e praticada no contexto da Lei Maria da Penha, compareceu à Delegacia de Polícia para registrar o ocorrido. Contudo, após se reconciliar com João, autor do delito, Caroline demonstrou interesse em renunciar à representação outrora oferecida. Registre-se que o Ministério Público ofereceu denúncia em face de João, pendente de recebimento pelo juízo competente. Nesse cenário, considerando as disposições da Lei no 11.340/2006, é correto afirmar que Caroline",E,"não poderá renunciar à representação, em razão do seu caráter irrenunciável.",B
pc2025_01_ppn_48,"Após a realização da audiência de custódia, Lucas, primário, capturado em flagrante pela prática do crime de furto qualificado, foi colocado em liberdade, mediante monitoração eletrônica, sem prejuízo de outras medidas cautelares de natureza diversa da prisão. Nesse cenário, considerando as disposições da Resolução no 417/2021 do Conselho Nacional de Justiça, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Em caso de determinação de soltura com imposição de monitoramento eletrônico, deverá ser expedido o respectivo alvará e, em ato contínuo, o mandado de monitoramento eletrônico, que deverá conter a qualificação da pessoa a ser monitorada, a indicação do motivo, do tipo penal, do fundamento jurídico, o prazo de validade e informação sobre as condições impostas. ( ) O monitoramento eletrônico poderá ter seu prazo de validade prorrogado e as condições alteradas mediante decisão judicial, devendo ser imediatamente averbadas as referidas ocorrências no respectivo mandado em vigor. ( ) Considerar-se-á automaticamente revogado o mandado de monitoramento eletrônico quando decorrido o prazo de sua validade sem a averbação de sua prorrogação. As afirmativas são, respectivamente,",A,F – V – F.,D
pc2025_01_ppn_48,"Após a realização da audiência de custódia, Lucas, primário, capturado em flagrante pela prática do crime de furto qualificado, foi colocado em liberdade, mediante monitoração eletrônica, sem prejuízo de outras medidas cautelares de natureza diversa da prisão. Nesse cenário, considerando as disposições da Resolução no 417/2021 do Conselho Nacional de Justiça, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Em caso de determinação de soltura com imposição de monitoramento eletrônico, deverá ser expedido o respectivo alvará e, em ato contínuo, o mandado de monitoramento eletrônico, que deverá conter a qualificação da pessoa a ser monitorada, a indicação do motivo, do tipo penal, do fundamento jurídico, o prazo de validade e informação sobre as condições impostas. ( ) O monitoramento eletrônico poderá ter seu prazo de validade prorrogado e as condições alteradas mediante decisão judicial, devendo ser imediatamente averbadas as referidas ocorrências no respectivo mandado em vigor. ( ) Considerar-se-á automaticamente revogado o mandado de monitoramento eletrônico quando decorrido o prazo de sua validade sem a averbação de sua prorrogação. As afirmativas são, respectivamente,",B,V – F – V.,D
pc2025_01_ppn_48,"Após a realização da audiência de custódia, Lucas, primário, capturado em flagrante pela prática do crime de furto qualificado, foi colocado em liberdade, mediante monitoração eletrônica, sem prejuízo de outras medidas cautelares de natureza diversa da prisão. Nesse cenário, considerando as disposições da Resolução no 417/2021 do Conselho Nacional de Justiça, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Em caso de determinação de soltura com imposição de monitoramento eletrônico, deverá ser expedido o respectivo alvará e, em ato contínuo, o mandado de monitoramento eletrônico, que deverá conter a qualificação da pessoa a ser monitorada, a indicação do motivo, do tipo penal, do fundamento jurídico, o prazo de validade e informação sobre as condições impostas. ( ) O monitoramento eletrônico poderá ter seu prazo de validade prorrogado e as condições alteradas mediante decisão judicial, devendo ser imediatamente averbadas as referidas ocorrências no respectivo mandado em vigor. ( ) Considerar-se-á automaticamente revogado o mandado de monitoramento eletrônico quando decorrido o prazo de sua validade sem a averbação de sua prorrogação. As afirmativas são, respectivamente,",C,F – F – F.,D
pc2025_01_ppn_48,"Após a realização da audiência de custódia, Lucas, primário, capturado em flagrante pela prática do crime de furto qualificado, foi colocado em liberdade, mediante monitoração eletrônica, sem prejuízo de outras medidas cautelares de natureza diversa da prisão. Nesse cenário, considerando as disposições da Resolução no 417/2021 do Conselho Nacional de Justiça, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Em caso de determinação de soltura com imposição de monitoramento eletrônico, deverá ser expedido o respectivo alvará e, em ato contínuo, o mandado de monitoramento eletrônico, que deverá conter a qualificação da pessoa a ser monitorada, a indicação do motivo, do tipo penal, do fundamento jurídico, o prazo de validade e informação sobre as condições impostas. ( ) O monitoramento eletrônico poderá ter seu prazo de validade prorrogado e as condições alteradas mediante decisão judicial, devendo ser imediatamente averbadas as referidas ocorrências no respectivo mandado em vigor. ( ) Considerar-se-á automaticamente revogado o mandado de monitoramento eletrônico quando decorrido o prazo de sua validade sem a averbação de sua prorrogação. As afirmativas são, respectivamente,",D,V – V – V.,D
pc2025_01_ppn_48,"Após a realização da audiência de custódia, Lucas, primário, capturado em flagrante pela prática do crime de furto qualificado, foi colocado em liberdade, mediante monitoração eletrônica, sem prejuízo de outras medidas cautelares de natureza diversa da prisão. Nesse cenário, considerando as disposições da Resolução no 417/2021 do Conselho Nacional de Justiça, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Em caso de determinação de soltura com imposição de monitoramento eletrônico, deverá ser expedido o respectivo alvará e, em ato contínuo, o mandado de monitoramento eletrônico, que deverá conter a qualificação da pessoa a ser monitorada, a indicação do motivo, do tipo penal, do fundamento jurídico, o prazo de validade e informação sobre as condições impostas. ( ) O monitoramento eletrônico poderá ter seu prazo de validade prorrogado e as condições alteradas mediante decisão judicial, devendo ser imediatamente averbadas as referidas ocorrências no respectivo mandado em vigor. ( ) Considerar-se-á automaticamente revogado o mandado de monitoramento eletrônico quando decorrido o prazo de sua validade sem a averbação de sua prorrogação. As afirmativas são, respectivamente,",E,F – F – V.,D
pc2025_01_ppn_49,"José, delegado de polícia, representou, em observância às formalidades constitucionais e legais, pela decretação da prisão temporária de Caio, pela prática do crime de sequestro, na modalidade simples, cometido contra Maria, maior e capaz. Nesse cenário, considerando as disposições da Lei no 7.960/1989 e da Lei no 8.072/1990, é correto afirmar que a prisão temporária terá o prazo de",A,"cinco dias, prorrogável por igual período em caso de extrema e comprovada necessidade, já que não se está diante de crime hediondo.",B
pc2025_01_ppn_49,"José, delegado de polícia, representou, em observância às formalidades constitucionais e legais, pela decretação da prisão temporária de Caio, pela prática do crime de sequestro, na modalidade simples, cometido contra Maria, maior e capaz. Nesse cenário, considerando as disposições da Lei no 7.960/1989 e da Lei no 8.072/1990, é correto afirmar que a prisão temporária terá o prazo de",B,"até dez dias, renovável por igual tempo, uma vez comprovada a sua indispensabilidade, já que não se está diante de crime hediondo.",B
pc2025_01_ppn_49,"José, delegado de polícia, representou, em observância às formalidades constitucionais e legais, pela decretação da prisão temporária de Caio, pela prática do crime de sequestro, na modalidade simples, cometido contra Maria, maior e capaz. Nesse cenário, considerando as disposições da Lei no 7.960/1989 e da Lei no 8.072/1990, é correto afirmar que a prisão temporária terá o prazo de",C,"até trinta dias, renovável por igual tempo, uma vez comprovada a sua indispensabilidade, por se tratar de crime hediondo.",B
pc2025_01_ppn_49,"José, delegado de polícia, representou, em observância às formalidades constitucionais e legais, pela decretação da prisão temporária de Caio, pela prática do crime de sequestro, na modalidade simples, cometido contra Maria, maior e capaz. Nesse cenário, considerando as disposições da Lei no 7.960/1989 e da Lei no 8.072/1990, é correto afirmar que a prisão temporária terá o prazo de",D,"sessenta dias, prorrogável por igual período em caso de extrema e comprovada necessidade, por se tratar de crime hediondo.",B
pc2025_01_ppn_49,"José, delegado de polícia, representou, em observância às formalidades constitucionais e legais, pela decretação da prisão temporária de Caio, pela prática do crime de sequestro, na modalidade simples, cometido contra Maria, maior e capaz. Nesse cenário, considerando as disposições da Lei no 7.960/1989 e da Lei no 8.072/1990, é correto afirmar que a prisão temporária terá o prazo de",E,"trinta dias, prorrogável por igual período em caso de extrema e comprovada necessidade, por se tratar de crime hediondo.",B
pc2025_01_ppn_50,"A Polícia Civil do Estado do Piauí prendeu, em flagrante, José, imputando-lhe a prática do crime de roubo circunstanciado. Deflagrada a ação penal, supostas irregularidades e nulidades foram arguidas pela defesa técnica do denunciado. Nesse cenário, considerando as disposições do Código de Processo Penal, é incorreto afirmar que",A,"nenhuma das partes poderá arguir nulidade a que haja dado causa, ou para que tenha concorrido, ou referente a formalidade cuja observância só à parte contrária interesse.",C
pc2025_01_ppn_50,"A Polícia Civil do Estado do Piauí prendeu, em flagrante, José, imputando-lhe a prática do crime de roubo circunstanciado. Deflagrada a ação penal, supostas irregularidades e nulidades foram arguidas pela defesa técnica do denunciado. Nesse cenário, considerando as disposições do Código de Processo Penal, é incorreto afirmar que",B,"a nulidade por ilegitimidade do representante da parte poderá ser sanada até o encerramento da instrução processual, mediante ratificação dos atos processuais.",C
pc2025_01_ppn_50,"A Polícia Civil do Estado do Piauí prendeu, em flagrante, José, imputando-lhe a prática do crime de roubo circunstanciado. Deflagrada a ação penal, supostas irregularidades e nulidades foram arguidas pela defesa técnica do denunciado. Nesse cenário, considerando as disposições do Código de Processo Penal, é incorreto afirmar que",C,"a incompetência do juízo anula somente os atos decisórios, devendo o processo, quando for declarada a nulidade, ser remetido ao juiz competente.",C
pc2025_01_ppn_50,"A Polícia Civil do Estado do Piauí prendeu, em flagrante, José, imputando-lhe a prática do crime de roubo circunstanciado. Deflagrada a ação penal, supostas irregularidades e nulidades foram arguidas pela defesa técnica do denunciado. Nesse cenário, considerando as disposições do Código de Processo Penal, é incorreto afirmar que",D,não será declarada a nulidade de ato processual que não houver influído na apuração da verdade substancial ou na decisão da causa.,C
pc2025_01_ppn_50,"A Polícia Civil do Estado do Piauí prendeu, em flagrante, José, imputando-lhe a prática do crime de roubo circunstanciado. Deflagrada a ação penal, supostas irregularidades e nulidades foram arguidas pela defesa técnica do denunciado. Nesse cenário, considerando as disposições do Código de Processo Penal, é incorreto afirmar que",E,"nenhum ato será declarado nulo, se da nulidade não resultar prejuízo para a acusação ou para a defesa. Direito Constitucional",C
pc2025_01_cn_51,"Após ampla mobilização da categoria dos policiais civis do Estado Alfa, foi aprovada a Lei no X, que dispôs sobre o regime jurídico da categoria. Apesar dos avanços promovidos, diversas decisões do Poder Judiciário, tanto em litígios individuais como em sede de tutela coletiva, vinham concluindo que a Lei no X era dissonante da Constituição da República, o que levou o Governador do Estado a cogitar ingressar com ação declaratória de constitucionalidade (ADC). Ao consultar sua assessoria, foi corretamente esclarecido ao Chefe do Poder Executivo que",A,a ADC não é cabível.,A
pc2025_01_cn_51,"Após ampla mobilização da categoria dos policiais civis do Estado Alfa, foi aprovada a Lei no X, que dispôs sobre o regime jurídico da categoria. Apesar dos avanços promovidos, diversas decisões do Poder Judiciário, tanto em litígios individuais como em sede de tutela coletiva, vinham concluindo que a Lei no X era dissonante da Constituição da República, o que levou o Governador do Estado a cogitar ingressar com ação declaratória de constitucionalidade (ADC). Ao consultar sua assessoria, foi corretamente esclarecido ao Chefe do Poder Executivo que",B,ele não tem legitimidade para ingressar com ADC.,A
pc2025_01_cn_51,"Após ampla mobilização da categoria dos policiais civis do Estado Alfa, foi aprovada a Lei no X, que dispôs sobre o regime jurídico da categoria. Apesar dos avanços promovidos, diversas decisões do Poder Judiciário, tanto em litígios individuais como em sede de tutela coletiva, vinham concluindo que a Lei no X era dissonante da Constituição da República, o que levou o Governador do Estado a cogitar ingressar com ação declaratória de constitucionalidade (ADC). Ao consultar sua assessoria, foi corretamente esclarecido ao Chefe do Poder Executivo que",C,"a ADC pode ser ajuizada, desde que não exista norma interposta, com a Constituição da República, que dela destoe.",A
pc2025_01_cn_51,"Após ampla mobilização da categoria dos policiais civis do Estado Alfa, foi aprovada a Lei no X, que dispôs sobre o regime jurídico da categoria. Apesar dos avanços promovidos, diversas decisões do Poder Judiciário, tanto em litígios individuais como em sede de tutela coletiva, vinham concluindo que a Lei no X era dissonante da Constituição da República, o que levou o Governador do Estado a cogitar ingressar com ação declaratória de constitucionalidade (ADC). Ao consultar sua assessoria, foi corretamente esclarecido ao Chefe do Poder Executivo que",D,"a ADC pode ser ajuizada perante o Supremo Tribunal Federal, desde que a norma da Constituição da República a ser utilizada não conste da congênere estadual.",A
pc2025_01_cn_51,"Após ampla mobilização da categoria dos policiais civis do Estado Alfa, foi aprovada a Lei no X, que dispôs sobre o regime jurídico da categoria. Apesar dos avanços promovidos, diversas decisões do Poder Judiciário, tanto em litígios individuais como em sede de tutela coletiva, vinham concluindo que a Lei no X era dissonante da Constituição da República, o que levou o Governador do Estado a cogitar ingressar com ação declaratória de constitucionalidade (ADC). Ao consultar sua assessoria, foi corretamente esclarecido ao Chefe do Poder Executivo que",E,"deve ser ajuizada ação direta de inconstitucionalidade com pedido de que seja declarada a constitucionalidade da Lei no X, considerando a ambivalência do referido instrumento.",A
pc2025_01_cn_52,"Em razão das obras de ampliação da siderúrgica Alfa, foi detectada, por pescadores da região, eleitores assíduos e muito participativos na seara política, um despejo elevado e contínuo de resíduos sólidos no principal rio existente, o que não gerou impactos imediatos na qualidade do manancial e na atividade pesqueira. Apesar disso, cogitaram ingressar com uma ação constitucional para impedir a continuidade do despejo, já que efeitos deletérios certamente seriam percebidos em futuro próximo. Ao consultarem um especialista, foi corretamente esclarecido aos pescadores que",A,é cabível a ação popular.,E
pc2025_01_cn_52,"Em razão das obras de ampliação da siderúrgica Alfa, foi detectada, por pescadores da região, eleitores assíduos e muito participativos na seara política, um despejo elevado e contínuo de resíduos sólidos no principal rio existente, o que não gerou impactos imediatos na qualidade do manancial e na atividade pesqueira. Apesar disso, cogitaram ingressar com uma ação constitucional para impedir a continuidade do despejo, já que efeitos deletérios certamente seriam percebidos em futuro próximo. Ao consultarem um especialista, foi corretamente esclarecido aos pescadores que",B,é cabível a ação civil pública.,E
pc2025_01_cn_52,"Em razão das obras de ampliação da siderúrgica Alfa, foi detectada, por pescadores da região, eleitores assíduos e muito participativos na seara política, um despejo elevado e contínuo de resíduos sólidos no principal rio existente, o que não gerou impactos imediatos na qualidade do manancial e na atividade pesqueira. Apesar disso, cogitaram ingressar com uma ação constitucional para impedir a continuidade do despejo, já que efeitos deletérios certamente seriam percebidos em futuro próximo. Ao consultarem um especialista, foi corretamente esclarecido aos pescadores que",C,"devem impetrar mandado de injunção para que seja editada norma, pelo poder competente, obstando o despejo.",E
pc2025_01_cn_52,"Em razão das obras de ampliação da siderúrgica Alfa, foi detectada, por pescadores da região, eleitores assíduos e muito participativos na seara política, um despejo elevado e contínuo de resíduos sólidos no principal rio existente, o que não gerou impactos imediatos na qualidade do manancial e na atividade pesqueira. Apesar disso, cogitaram ingressar com uma ação constitucional para impedir a continuidade do despejo, já que efeitos deletérios certamente seriam percebidos em futuro próximo. Ao consultarem um especialista, foi corretamente esclarecido aos pescadores que",D,"devem impetrar mandado de segurança, para assegurar o seu direito líquido e certo ao livre exercício da atividade econômica.",E
pc2025_01_cn_52,"Em razão das obras de ampliação da siderúrgica Alfa, foi detectada, por pescadores da região, eleitores assíduos e muito participativos na seara política, um despejo elevado e contínuo de resíduos sólidos no principal rio existente, o que não gerou impactos imediatos na qualidade do manancial e na atividade pesqueira. Apesar disso, cogitaram ingressar com uma ação constitucional para impedir a continuidade do despejo, já que efeitos deletérios certamente seriam percebidos em futuro próximo. Ao consultarem um especialista, foi corretamente esclarecido aos pescadores que",E,"é cabível a ação popular, desde que seja demonstrado que o despejo também acarretará danos ao erário, com as medidas de contenção.",E
pc2025_01_cn_53,"O Presidente da República editou decreto regulamentando determinado direito previsto em lei, afeto aos policiais civis. No âmbito do Congresso Nacional, um grupo de parlamentares argumentou que o decreto não se restringiu a regulamentar o benefício; em verdade, ultrapassou os balizamentos estabelecidos pela lei de regência. Ao consultarem os órgãos internos sobre a medida passível de ser adotada para que o decreto não produzisse efeitos, foi corretamente informado aos parlamentares que",A,é possível que o Congresso Nacional suste o decreto.,A
pc2025_01_cn_53,"O Presidente da República editou decreto regulamentando determinado direito previsto em lei, afeto aos policiais civis. No âmbito do Congresso Nacional, um grupo de parlamentares argumentou que o decreto não se restringiu a regulamentar o benefício; em verdade, ultrapassou os balizamentos estabelecidos pela lei de regência. Ao consultarem os órgãos internos sobre a medida passível de ser adotada para que o decreto não produzisse efeitos, foi corretamente informado aos parlamentares que",B,"não há nenhuma medida passível de ser adotada, o que decorre da separação dos poderes.",A
pc2025_01_cn_53,"O Presidente da República editou decreto regulamentando determinado direito previsto em lei, afeto aos policiais civis. No âmbito do Congresso Nacional, um grupo de parlamentares argumentou que o decreto não se restringiu a regulamentar o benefício; em verdade, ultrapassou os balizamentos estabelecidos pela lei de regência. Ao consultarem os órgãos internos sobre a medida passível de ser adotada para que o decreto não produzisse efeitos, foi corretamente informado aos parlamentares que",C,"somente é possível submeter o decreto ao Poder Judiciário, invocando a sua inconstitucionalidade.",A
pc2025_01_cn_53,"O Presidente da República editou decreto regulamentando determinado direito previsto em lei, afeto aos policiais civis. No âmbito do Congresso Nacional, um grupo de parlamentares argumentou que o decreto não se restringiu a regulamentar o benefício; em verdade, ultrapassou os balizamentos estabelecidos pela lei de regência. Ao consultarem os órgãos internos sobre a medida passível de ser adotada para que o decreto não produzisse efeitos, foi corretamente informado aos parlamentares que",D,é possível que a Mesa Diretora do Congresso Nacional revogue o decreto ou ingresse com a ação própria.,A
pc2025_01_cn_53,"O Presidente da República editou decreto regulamentando determinado direito previsto em lei, afeto aos policiais civis. No âmbito do Congresso Nacional, um grupo de parlamentares argumentou que o decreto não se restringiu a regulamentar o benefício; em verdade, ultrapassou os balizamentos estabelecidos pela lei de regência. Ao consultarem os órgãos internos sobre a medida passível de ser adotada para que o decreto não produzisse efeitos, foi corretamente informado aos parlamentares que",E,"deve ser requerido ao Poder Executivo a revogação do decreto e, caso isto não ocorra, o Legislativo decidirá.",A
pc2025_01_cn_54,"O Estado Alfa editou a Lei no X em matéria de competência legislativa concorrente com a União, que deveria ser aplicada pelos órgãos da Polícia Civil. No momento da edição desse diploma normativo, este último ente federativo ainda não tinha incursionado na respectiva temática. Ocorre que, em momento posterior, a União editou a Lei no Y, dispondo sobre a temática, em âmbito nacional, em sentido oposto ao da Lei no X. Nesse caso, é correto afirmar que a",A,Lei no Y é inconstitucional.,D
pc2025_01_cn_54,"O Estado Alfa editou a Lei no X em matéria de competência legislativa concorrente com a União, que deveria ser aplicada pelos órgãos da Polícia Civil. No momento da edição desse diploma normativo, este último ente federativo ainda não tinha incursionado na respectiva temática. Ocorre que, em momento posterior, a União editou a Lei no Y, dispondo sobre a temática, em âmbito nacional, em sentido oposto ao da Lei no X. Nesse caso, é correto afirmar que a",B,Lei no X é inconstitucional.,D
pc2025_01_cn_54,"O Estado Alfa editou a Lei no X em matéria de competência legislativa concorrente com a União, que deveria ser aplicada pelos órgãos da Polícia Civil. No momento da edição desse diploma normativo, este último ente federativo ainda não tinha incursionado na respectiva temática. Ocorre que, em momento posterior, a União editou a Lei no Y, dispondo sobre a temática, em âmbito nacional, em sentido oposto ao da Lei no X. Nesse caso, é correto afirmar que a",C,Lei no X foi revogada pela Lei no Y.,D
pc2025_01_cn_54,"O Estado Alfa editou a Lei no X em matéria de competência legislativa concorrente com a União, que deveria ser aplicada pelos órgãos da Polícia Civil. No momento da edição desse diploma normativo, este último ente federativo ainda não tinha incursionado na respectiva temática. Ocorre que, em momento posterior, a União editou a Lei no Y, dispondo sobre a temática, em âmbito nacional, em sentido oposto ao da Lei no X. Nesse caso, é correto afirmar que a",D,Lei no X deve continuar a ser aplicada em Alfa.,D
pc2025_01_cn_54,"O Estado Alfa editou a Lei no X em matéria de competência legislativa concorrente com a União, que deveria ser aplicada pelos órgãos da Polícia Civil. No momento da edição desse diploma normativo, este último ente federativo ainda não tinha incursionado na respectiva temática. Ocorre que, em momento posterior, a União editou a Lei no Y, dispondo sobre a temática, em âmbito nacional, em sentido oposto ao da Lei no X. Nesse caso, é correto afirmar que a",E,Lei no X deve ter apenas sua aplicação suspensa.,D
pc2025_01_cn_55,"João é brasileiro nato, mas entusiasta da cultura equatoriana. Em determinada fase de sua vida, decidiu que iria tentar viver no Equador, obtendo a respectiva nacionalidade. Decidiu, ainda, que iria se desprender do seu passado antes de iniciar a sua aventura, renunciando à única nacionalidade que possuía, a brasileira, o que, ao seu ver, facilitaria a obtenção da nacionalidade equatoriana. À luz da sistemática constitucional, é correto afirmar que",A,"não é admitida a renúncia à nacionalidade, por se tratar de direito indisponível.",C
pc2025_01_cn_55,"João é brasileiro nato, mas entusiasta da cultura equatoriana. Em determinada fase de sua vida, decidiu que iria tentar viver no Equador, obtendo a respectiva nacionalidade. Decidiu, ainda, que iria se desprender do seu passado antes de iniciar a sua aventura, renunciando à única nacionalidade que possuía, a brasileira, o que, ao seu ver, facilitaria a obtenção da nacionalidade equatoriana. À luz da sistemática constitucional, é correto afirmar que",B,"é possível que João renuncie à nacionalidade, o que pressupõe sentença judicial nesse sentido.",C
pc2025_01_cn_55,"João é brasileiro nato, mas entusiasta da cultura equatoriana. Em determinada fase de sua vida, decidiu que iria tentar viver no Equador, obtendo a respectiva nacionalidade. Decidiu, ainda, que iria se desprender do seu passado antes de iniciar a sua aventura, renunciando à única nacionalidade que possuía, a brasileira, o que, ao seu ver, facilitaria a obtenção da nacionalidade equatoriana. À luz da sistemática constitucional, é correto afirmar que",C,"não pode ser acolhido o pedido de perda da nacionalidade na situação descrita, caso João venha a formulá-lo.",C
pc2025_01_cn_55,"João é brasileiro nato, mas entusiasta da cultura equatoriana. Em determinada fase de sua vida, decidiu que iria tentar viver no Equador, obtendo a respectiva nacionalidade. Decidiu, ainda, que iria se desprender do seu passado antes de iniciar a sua aventura, renunciando à única nacionalidade que possuía, a brasileira, o que, ao seu ver, facilitaria a obtenção da nacionalidade equatoriana. À luz da sistemática constitucional, é correto afirmar que",D,"ocorrerá a perda da nacionalidade brasileira, como efeito correlato da aquisição da nacionalidade equatoriana.",C
pc2025_01_cn_55,"João é brasileiro nato, mas entusiasta da cultura equatoriana. Em determinada fase de sua vida, decidiu que iria tentar viver no Equador, obtendo a respectiva nacionalidade. Decidiu, ainda, que iria se desprender do seu passado antes de iniciar a sua aventura, renunciando à única nacionalidade que possuía, a brasileira, o que, ao seu ver, facilitaria a obtenção da nacionalidade equatoriana. À luz da sistemática constitucional, é correto afirmar que",E,"é possível que João renuncie à nacionalidade, o que será alcançado com a só manifestação de vontade perante o Ministério da Justiça.",C
pc2025_01_cn_56,"A Constituição Federal, em seu artigo 144, expressamente incluiu as polícias civis entre os órgãos de segurança pública. Além disso, no parágrafo 4o do mesmo artigo, estabeleceu que “às polícias civis, dirigidas por delegados de polícia de carreira, incumbem, ressalvada a competência da União, as funções de polícia judiciária e a apuração de infrações penais, exceto as militares”. Diante disso, considerando as atribuições constitucionais e legais da polícia civil e de seus delegados de polícia, assinale a opção correta.",A,"Os delegados de polícia possuem independência funcional, uma vez que a polícia civil possui o caráter de função essencial à atividade jurisdicional do Estado e à defesa da ordem jurídica.",A
pc2025_01_cn_56,"A Constituição Federal, em seu artigo 144, expressamente incluiu as polícias civis entre os órgãos de segurança pública. Além disso, no parágrafo 4o do mesmo artigo, estabeleceu que “às polícias civis, dirigidas por delegados de polícia de carreira, incumbem, ressalvada a competência da União, as funções de polícia judiciária e a apuração de infrações penais, exceto as militares”. Diante disso, considerando as atribuições constitucionais e legais da polícia civil e de seus delegados de polícia, assinale a opção correta.",B,A lavratura de Termo Circunstanciado de Ocorrência constitui atividade privativa dos delegados de polícia.,A
pc2025_01_cn_56,"A Constituição Federal, em seu artigo 144, expressamente incluiu as polícias civis entre os órgãos de segurança pública. Além disso, no parágrafo 4o do mesmo artigo, estabeleceu que “às polícias civis, dirigidas por delegados de polícia de carreira, incumbem, ressalvada a competência da União, as funções de polícia judiciária e a apuração de infrações penais, exceto as militares”. Diante disso, considerando as atribuições constitucionais e legais da polícia civil e de seus delegados de polícia, assinale a opção correta.",C,"As polícias civis não integram a estrutura do Poder Executivo, uma vez que constituem órgãos dotados de autonomia administrativa, funcional e financeira.",A
pc2025_01_cn_56,"A Constituição Federal, em seu artigo 144, expressamente incluiu as polícias civis entre os órgãos de segurança pública. Além disso, no parágrafo 4o do mesmo artigo, estabeleceu que “às polícias civis, dirigidas por delegados de polícia de carreira, incumbem, ressalvada a competência da União, as funções de polícia judiciária e a apuração de infrações penais, exceto as militares”. Diante disso, considerando as atribuições constitucionais e legais da polícia civil e de seus delegados de polícia, assinale a opção correta.",D,"No ordenamento jurídico brasileiro, a atividade de investigação criminal é privativa dos delegados de polícia.",A
pc2025_01_cn_56,"A Constituição Federal, em seu artigo 144, expressamente incluiu as polícias civis entre os órgãos de segurança pública. Além disso, no parágrafo 4o do mesmo artigo, estabeleceu que “às polícias civis, dirigidas por delegados de polícia de carreira, incumbem, ressalvada a competência da União, as funções de polícia judiciária e a apuração de infrações penais, exceto as militares”. Diante disso, considerando as atribuições constitucionais e legais da polícia civil e de seus delegados de polícia, assinale a opção correta.",E,A polícia civil integra a estrutura do Poder Executivo e está subordinada ao Governador do Estado. Direito Administrativo,A
pc2025_01_adm_57,"Ao tomar conhecimento de que o Poder Público pretende publicar edital de licitação relacionado à seara da segurança pública, a sociedade empresária Alfa, por meio dos seus sócios, consultou a legislação que versa sobre a matéria, constatando que o edital deverá conter o objeto da licitação e as regras relativas à convocação, ao julgamento, à habilitação, aos recursos e às penalidades da licitação, à fiscalização e à gestão do contrato, à entrega do objeto e às condições de pagamento. De acordo com a narrativa e considerando as disposições da Lei no 14.133/2021, analise as afirmativas a seguir: I. Sempre que o objeto permitir, a Administração adotará minutas padronizadas de edital e de contrato com cláusulas uniformes. II. O edital deverá prever a utilização de mão de obra, materiais, tecnologias e matérias-primas existentes no local da execução, conservação e operação do bem, serviço ou obra. III. Todos os elementos do edital, incluídos minuta de contrato, termos de referência, anteprojeto, projetos e outros anexos, deverão ser divulgados em sítio eletrônico oficial na mesma data de divulgação do edital, exigindo-se a identificação para acesso. Está correto o que se afirma em",A,"I, apenas.",B
pc2025_01_adm_57,"Ao tomar conhecimento de que o Poder Público pretende publicar edital de licitação relacionado à seara da segurança pública, a sociedade empresária Alfa, por meio dos seus sócios, consultou a legislação que versa sobre a matéria, constatando que o edital deverá conter o objeto da licitação e as regras relativas à convocação, ao julgamento, à habilitação, aos recursos e às penalidades da licitação, à fiscalização e à gestão do contrato, à entrega do objeto e às condições de pagamento. De acordo com a narrativa e considerando as disposições da Lei no 14.133/2021, analise as afirmativas a seguir: I. Sempre que o objeto permitir, a Administração adotará minutas padronizadas de edital e de contrato com cláusulas uniformes. II. O edital deverá prever a utilização de mão de obra, materiais, tecnologias e matérias-primas existentes no local da execução, conservação e operação do bem, serviço ou obra. III. Todos os elementos do edital, incluídos minuta de contrato, termos de referência, anteprojeto, projetos e outros anexos, deverão ser divulgados em sítio eletrônico oficial na mesma data de divulgação do edital, exigindo-se a identificação para acesso. Está correto o que se afirma em",B,"II, apenas.",B
pc2025_01_adm_57,"Ao tomar conhecimento de que o Poder Público pretende publicar edital de licitação relacionado à seara da segurança pública, a sociedade empresária Alfa, por meio dos seus sócios, consultou a legislação que versa sobre a matéria, constatando que o edital deverá conter o objeto da licitação e as regras relativas à convocação, ao julgamento, à habilitação, aos recursos e às penalidades da licitação, à fiscalização e à gestão do contrato, à entrega do objeto e às condições de pagamento. De acordo com a narrativa e considerando as disposições da Lei no 14.133/2021, analise as afirmativas a seguir: I. Sempre que o objeto permitir, a Administração adotará minutas padronizadas de edital e de contrato com cláusulas uniformes. II. O edital deverá prever a utilização de mão de obra, materiais, tecnologias e matérias-primas existentes no local da execução, conservação e operação do bem, serviço ou obra. III. Todos os elementos do edital, incluídos minuta de contrato, termos de referência, anteprojeto, projetos e outros anexos, deverão ser divulgados em sítio eletrônico oficial na mesma data de divulgação do edital, exigindo-se a identificação para acesso. Está correto o que se afirma em",C,"III, apenas.",B
